cliente_id,idade,profissao,estado_civil,escolaridade,possui_inadimplencia,saldo_conta,possui_financiamento_imovel,possui_emprestimo_pessoal,tipo_contato,dia_contato,mes_contato,duracao_contato_seg,qtd_contatos_campanha,dias_desde_ultimo_contato,contatos_campanha_anterior,resultado_campanha_anterior,aderiu_produto
2617,35,unemployed,married,tertiary,0,816,1,0,cellular,19,nov,547,7,-1,0,nao_informado,0
2618,41,services,married,secondary,0,171,0,0,cellular,21,jul,71,9,-1,0,nao_informado,0
2619,54,services,married,secondary,0,812,0,0,cellular,31,jul,113,6,-1,0,nao_informado,0
2620,49,services,married,secondary,0,823,0,0,cellular,8,aug,780,4,-1,0,nao_informado,1
2621,28,technician,single,secondary,0,1453,1,0,cellular,12,may,246,1,343,1,other,0
2622,24,blue-collar,single,nao_informado,0,431,1,0,nao_informado,3,jun,108,12,-1,0,nao_informado,0
2623,30,admin.,single,secondary,0,1009,1,0,cellular,29,jan,253,1,-1,0,nao_informado,0
2624,32,self-employed,married,primary,0,286,1,0,cellular,6,aug,175,1,-1,0,nao_informado,0
2625,53,entrepreneur,married,tertiary,0,22370,1,0,nao_informado,15,may,106,1,-1,0,nao_informado,0
2626,42,blue-collar,married,primary,0,2111,1,0,cellular,7,may,86,2,-1,0,nao_informado,0
2627,48,blue-collar,married,primary,0,5366,1,0,nao_informado,21,may,248,3,-1,0,nao_informado,0
2628,33,technician,married,secondary,0,181,1,1,telephone,28,jul,265,2,-1,0,nao_informado,0
2629,31,blue-collar,divorced,secondary,0,-452,1,0,nao_informado,26,may,182,5,-1,0,nao_informado,0
2630,56,unemployed,divorced,primary,0,1770,0,0,cellular,5,feb,916,3,-1,0,nao_informado,0
2631,58,retired,married,primary,0,0,0,0,cellular,4,aug,506,1,-1,0,nao_informado,0
2632,37,admin.,single,secondary,0,-296,1,0,cellular,20,apr,81,1,-1,0,nao_informado,0
2633,59,management,married,primary,0,2358,1,0,cellular,17,apr,30,1,-1,0,nao_informado,0
2634,50,management,single,tertiary,0,1200,0,0,cellular,14,aug,904,3,-1,0,nao_informado,1
2635,39,housemaid,single,primary,0,109,1,0,nao_informado,6,may,699,3,-1,0,nao_informado,0
2636,30,technician,married,secondary,0,616,1,0,cellular,6,may,19,1,-1,0,nao_informado,0
2637,47,services,divorced,secondary,0,4906,1,0,nao_informado,14,may,389,1,-1,0,nao_informado,0
2638,44,self-employed,married,secondary,0,313,0,0,cellular,6,aug,211,4,-1,0,nao_informado,0
2639,38,blue-collar,married,primary,0,290,1,0,cellular,16,apr,283,1,-1,0,nao_informado,0
2640,50,management,married,tertiary,0,1240,0,0,cellular,12,aug,474,2,-1,0,nao_informado,0
2641,27,admin.,single,tertiary,0,3672,1,0,cellular,15,may,157,2,351,5,failure,0
2642,73,retired,married,secondary,0,19,0,0,cellular,5,nov,509,2,-1,0,nao_informado,0
2643,46,blue-collar,married,primary,0,143,1,0,nao_informado,7,may,279,1,-1,0,nao_informado,0
2644,56,retired,divorced,secondary,0,212,0,1,telephone,17,jul,27,1,-1,0,nao_informado,0
2645,36,management,married,tertiary,0,9,0,0,cellular,11,aug,386,4,-1,0,nao_informado,1
2646,33,blue-collar,married,primary,0,3074,0,0,cellular,18,nov,679,1,-1,0,nao_informado,0
2647,40,management,married,tertiary,0,1734,1,0,nao_informado,2,jun,169,1,-1,0,nao_informado,0
2648,52,management,married,tertiary,0,575,0,0,nao_informado,3,jun,315,1,-1,0,nao_informado,0
2649,51,blue-collar,married,secondary,0,397,1,0,cellular,20,aug,293,2,-1,0,nao_informado,0
2650,33,blue-collar,married,secondary,0,640,1,0,cellular,3,feb,439,3,-1,0,nao_informado,0
2651,54,services,married,secondary,0,158,1,0,nao_informado,19,may,198,1,-1,0,nao_informado,0
2652,44,management,married,secondary,0,2984,1,0,nao_informado,15,may,770,2,-1,0,nao_informado,0
2653,50,entrepreneur,married,secondary,0,1011,1,0,telephone,30,jul,340,2,-1,0,nao_informado,0
2654,45,blue-collar,single,secondary,0,0,1,0,cellular,26,apr,1472,1,192,4,failure,1
2655,36,management,married,tertiary,0,1133,1,0,cellular,4,aug,293,1,181,2,other,1
2656,42,technician,married,secondary,0,4945,1,0,cellular,2,mar,311,2,-1,0,nao_informado,1
2657,37,technician,married,secondary,0,712,1,0,cellular,18,nov,291,2,-1,0,nao_informado,0
2658,28,services,single,secondary,0,-427,1,1,nao_informado,21,may,965,2,-1,0,nao_informado,0
2659,56,admin.,married,secondary,0,2146,0,1,nao_informado,9,jun,594,1,-1,0,nao_informado,0
2660,59,admin.,married,secondary,0,92,1,0,cellular,12,may,139,2,350,1,failure,0
2661,32,unemployed,married,secondary,0,10,1,0,nao_informado,6,may,501,4,-1,0,nao_informado,0
2662,57,retired,married,primary,0,1238,1,0,cellular,15,jul,274,1,-1,0,nao_informado,0
2663,49,admin.,single,secondary,0,981,1,0,telephone,21,nov,10,3,-1,0,nao_informado,0
2664,56,entrepreneur,married,nao_informado,0,575,0,0,nao_informado,20,jun,18,2,-1,0,nao_informado,0
2665,48,admin.,divorced,nao_informado,0,-70,0,0,cellular,14,may,243,1,-1,0,nao_informado,0
2666,27,student,single,tertiary,0,3733,1,0,cellular,22,may,198,1,98,6,success,1
2667,31,management,single,tertiary,0,574,1,0,cellular,16,jul,410,2,-1,0,nao_informado,0
2668,28,blue-collar,single,secondary,0,43,0,0,nao_informado,19,may,190,1,-1,0,nao_informado,0
2669,36,management,married,tertiary,0,428,0,0,nao_informado,28,may,121,1,-1,0,nao_informado,0
2670,58,housemaid,married,primary,0,0,1,0,telephone,9,jul,148,1,-1,0,nao_informado,0
2671,46,admin.,married,secondary,0,0,1,1,cellular,20,apr,239,2,259,2,failure,0
2672,32,management,single,tertiary,0,474,1,0,cellular,7,aug,90,3,-1,0,nao_informado,0
2673,39,services,married,secondary,0,-540,0,0,nao_informado,6,jun,29,1,-1,0,nao_informado,0
2674,35,self-employed,married,tertiary,0,560,1,0,cellular,2,apr,58,1,136,1,failure,0
2675,31,management,married,tertiary,0,325,1,0,cellular,18,jul,1139,2,-1,0,nao_informado,1
2676,29,management,single,tertiary,0,437,0,0,cellular,5,aug,504,1,92,1,success,1
2677,48,blue-collar,married,primary,0,574,0,0,cellular,5,aug,348,1,-1,0,nao_informado,0
2678,60,retired,married,primary,0,0,0,0,telephone,30,jul,130,3,-1,0,nao_informado,0
2679,74,retired,married,secondary,0,935,0,0,cellular,26,jan,100,1,104,1,other,0
2680,30,services,married,secondary,0,699,1,0,nao_informado,29,may,544,1,-1,0,nao_informado,0
2681,52,admin.,single,primary,0,0,0,0,nao_informado,19,may,182,11,-1,0,nao_informado,0
2682,24,blue-collar,married,secondary,0,-220,1,0,cellular,2,apr,90,1,-1,0,nao_informado,0
2683,29,services,married,secondary,0,11417,1,0,nao_informado,28,may,272,2,-1,0,nao_informado,0
2684,33,housemaid,married,primary,0,212,1,0,cellular,11,jul,260,2,-1,0,nao_informado,0
2685,34,blue-collar,married,secondary,0,67,1,1,nao_informado,8,may,672,3,-1,0,nao_informado,0
2686,45,admin.,divorced,secondary,0,0,0,0,cellular,29,oct,264,1,-1,0,nao_informado,1
2687,31,blue-collar,married,secondary,0,0,0,1,telephone,15,jul,275,2,-1,0,nao_informado,0
2688,45,technician,married,secondary,0,1673,0,0,cellular,23,oct,76,1,-1,0,nao_informado,0
2689,27,services,married,secondary,0,-1202,1,0,nao_informado,4,jun,749,2,-1,0,nao_informado,0
2690,30,management,single,tertiary,0,4213,0,0,cellular,25,aug,142,4,-1,0,nao_informado,0
2691,45,blue-collar,married,primary,0,0,0,0,cellular,26,aug,454,2,-1,0,nao_informado,0
2692,57,blue-collar,married,secondary,0,1521,1,1,cellular,18,may,102,2,178,5,failure,0
2693,34,management,married,tertiary,0,1310,0,0,telephone,30,jan,521,3,158,7,other,0
2694,40,admin.,married,secondary,0,0,1,1,cellular,17,nov,57,1,-1,0,nao_informado,0
2695,39,management,married,tertiary,0,399,0,0,cellular,9,apr,504,1,-1,0,nao_informado,0
2696,46,technician,married,tertiary,0,405,0,0,cellular,11,aug,138,3,-1,0,nao_informado,0
2697,55,management,divorced,tertiary,0,9756,1,0,cellular,5,jun,103,2,95,1,other,1
2698,25,management,single,tertiary,0,2506,0,0,cellular,17,feb,485,1,-1,0,nao_informado,1
2699,34,management,married,tertiary,0,697,0,0,cellular,5,aug,166,1,-1,0,nao_informado,0
2700,37,blue-collar,married,primary,0,403,1,0,cellular,8,may,318,2,338,1,success,0
2701,64,retired,divorced,tertiary,0,890,0,0,cellular,3,jul,531,3,-1,0,nao_informado,0
2702,45,technician,divorced,secondary,0,809,1,0,cellular,13,may,155,2,363,4,failure,0
2703,57,housemaid,married,secondary,0,158,1,0,telephone,10,jul,73,1,-1,0,nao_informado,0
2704,21,student,single,nao_informado,0,137,1,0,nao_informado,12,may,198,3,-1,0,nao_informado,0
2705,58,housemaid,married,secondary,0,2705,0,0,telephone,14,aug,137,1,-1,0,nao_informado,0
2706,41,blue-collar,single,secondary,0,75,1,0,nao_informado,1,jul,479,9,-1,0,nao_informado,1
2707,41,management,married,nao_informado,0,2457,1,0,nao_informado,9,may,285,1,-1,0,nao_informado,0
2708,58,management,married,tertiary,0,541,1,0,cellular,8,may,98,1,-1,0,nao_informado,0
2709,33,management,married,tertiary,0,287,1,0,cellular,15,may,199,2,274,3,other,0
2710,32,management,married,tertiary,0,273,1,1,cellular,18,jul,97,3,-1,0,nao_informado,0
2711,44,services,divorced,secondary,0,0,1,0,nao_informado,4,jun,389,5,-1,0,nao_informado,0
2712,47,nao_informado,married,nao_informado,0,677,0,0,cellular,7,aug,384,1,99,4,success,0
2713,41,self-employed,married,primary,0,340,0,0,nao_informado,6,jun,37,3,-1,0,nao_informado,0
2714,54,technician,married,tertiary,0,98,0,0,cellular,8,aug,420,4,-1,0,nao_informado,0
2715,47,technician,divorced,tertiary,0,477,1,0,telephone,7,may,973,1,366,1,failure,0
2716,32,management,single,tertiary,0,2629,0,0,cellular,28,aug,77,4,-1,0,nao_informado,0
2717,59,housemaid,married,tertiary,0,0,0,1,cellular,29,jul,376,2,-1,0,nao_informado,0
2718,29,technician,single,tertiary,0,2325,0,0,cellular,2,feb,125,1,-1,0,nao_informado,1
2719,48,services,married,secondary,1,-20,0,0,cellular,20,aug,142,2,-1,0,nao_informado,0
2720,32,technician,single,secondary,0,230,1,0,cellular,18,may,442,1,266,8,failure,1
2721,46,management,divorced,secondary,0,-852,0,1,cellular,29,aug,728,2,-1,0,nao_informado,0
2722,31,blue-collar,single,primary,0,-280,0,0,nao_informado,21,may,281,3,-1,0,nao_informado,0
2723,53,blue-collar,married,secondary,0,25,0,0,cellular,22,aug,528,2,-1,0,nao_informado,1
2724,34,technician,single,tertiary,0,9851,1,0,cellular,20,nov,128,5,-1,0,nao_informado,0
2725,48,services,single,nao_informado,0,5095,1,0,nao_informado,16,jun,71,1,-1,0,nao_informado,0
2726,32,technician,married,secondary,0,687,0,0,cellular,20,aug,161,4,-1,0,nao_informado,0
2727,31,management,married,secondary,0,1368,1,0,cellular,12,aug,129,4,-1,0,nao_informado,0
2728,27,blue-collar,single,primary,0,-179,1,0,cellular,15,may,54,2,-1,0,nao_informado,0
2729,60,admin.,married,secondary,0,-396,1,0,cellular,11,may,443,1,350,1,failure,0
2730,34,blue-collar,single,tertiary,0,1011,1,0,nao_informado,6,may,136,1,-1,0,nao_informado,0
2731,52,self-employed,married,secondary,0,9,0,1,nao_informado,6,jun,44,1,-1,0,nao_informado,0
2732,48,blue-collar,married,secondary,0,1159,1,1,cellular,15,may,1181,9,-1,0,nao_informado,0
2733,45,technician,married,primary,0,-322,0,0,nao_informado,9,jun,225,2,-1,0,nao_informado,0
2734,54,technician,divorced,secondary,0,1114,1,0,cellular,30,jan,81,1,-1,0,nao_informado,0
2735,52,services,married,secondary,0,2072,0,0,cellular,10,jul,224,1,-1,0,nao_informado,0
2736,47,entrepreneur,married,tertiary,0,459,1,0,cellular,29,jul,189,4,-1,0,nao_informado,0
2737,54,nao_informado,married,secondary,0,1157,0,0,cellular,26,may,98,2,-1,0,nao_informado,0
2738,34,blue-collar,married,secondary,0,8309,1,1,cellular,19,nov,50,1,-1,0,nao_informado,0
2739,39,technician,single,tertiary,0,1043,0,0,cellular,18,aug,195,10,-1,0,nao_informado,0
2740,46,technician,married,secondary,0,2098,0,0,cellular,7,aug,110,2,-1,0,nao_informado,0
2741,26,unemployed,single,secondary,0,461,0,0,cellular,28,jan,214,1,-1,0,nao_informado,0
2742,37,technician,single,secondary,0,61,1,0,nao_informado,19,may,182,8,-1,0,nao_informado,0
2743,47,blue-collar,married,secondary,0,1203,1,0,cellular,17,apr,239,2,-1,0,nao_informado,0
2744,35,technician,married,secondary,0,1067,0,1,cellular,12,aug,179,6,-1,0,nao_informado,0
2745,57,unemployed,married,primary,0,0,0,0,nao_informado,9,jun,540,1,-1,0,nao_informado,0
2746,34,management,married,tertiary,0,1657,1,0,cellular,18,may,566,2,356,4,failure,0
2747,47,technician,married,secondary,0,1219,0,0,cellular,18,aug,697,4,-1,0,nao_informado,1
2748,27,technician,married,secondary,0,7,1,0,nao_informado,15,may,98,2,-1,0,nao_informado,0
2749,40,blue-collar,married,secondary,0,-839,1,1,cellular,16,jul,1018,2,-1,0,nao_informado,1
2750,39,technician,married,secondary,0,994,0,0,cellular,5,feb,221,1,241,1,failure,0
2751,36,entrepreneur,married,tertiary,0,6,0,0,telephone,30,oct,246,1,-1,0,nao_informado,0
2752,42,technician,single,secondary,0,0,0,0,cellular,21,aug,656,2,-1,0,nao_informado,0
2753,23,blue-collar,single,primary,0,8627,1,0,nao_informado,3,jun,281,1,-1,0,nao_informado,0
2754,34,management,married,tertiary,0,133,1,0,nao_informado,8,may,65,1,-1,0,nao_informado,0
2755,34,blue-collar,married,secondary,0,247,1,1,nao_informado,26,may,193,5,-1,0,nao_informado,0
2756,49,services,married,secondary,0,1114,0,0,cellular,17,nov,283,1,-1,0,nao_informado,0
2757,57,blue-collar,married,primary,0,1592,0,1,nao_informado,20,jun,78,4,-1,0,nao_informado,0
2758,59,retired,married,nao_informado,0,0,0,0,nao_informado,8,may,425,6,-1,0,nao_informado,0
2759,57,admin.,married,tertiary,0,46,0,0,cellular,7,aug,238,2,-1,0,nao_informado,0
2760,34,blue-collar,married,secondary,0,1221,1,0,cellular,6,may,182,1,90,8,failure,0
2761,61,management,married,secondary,0,985,0,0,cellular,18,aug,998,6,-1,0,nao_informado,1
2762,35,blue-collar,divorced,secondary,0,0,1,0,nao_informado,8,may,477,1,-1,0,nao_informado,0
2763,42,management,married,tertiary,0,520,0,0,cellular,4,nov,158,1,-1,0,nao_informado,0
2764,57,services,married,tertiary,0,10,0,0,telephone,8,jul,320,3,-1,0,nao_informado,0
2765,42,blue-collar,married,secondary,0,2157,1,0,cellular,13,may,149,1,364,2,failure,0
2766,53,retired,married,secondary,0,6095,1,1,cellular,14,may,410,5,-1,0,nao_informado,0
2767,63,retired,married,tertiary,0,133,1,0,cellular,13,feb,104,2,-1,0,nao_informado,0
2768,47,self-employed,married,secondary,0,1121,0,0,nao_informado,20,jun,454,6,-1,0,nao_informado,0
2769,54,services,married,secondary,0,88,1,0,nao_informado,13,may,190,1,-1,0,nao_informado,0
2770,45,admin.,married,secondary,0,0,0,0,cellular,19,aug,145,10,-1,0,nao_informado,0
2771,28,management,single,tertiary,0,-328,1,0,telephone,2,feb,318,2,-1,0,nao_informado,0
2772,58,unemployed,married,secondary,0,610,1,0,telephone,29,jul,246,2,-1,0,nao_informado,0
2773,48,management,single,tertiary,0,414,0,0,cellular,21,jul,761,2,-1,0,nao_informado,0
2774,35,management,divorced,tertiary,0,0,1,0,telephone,29,oct,171,1,-1,0,nao_informado,1
2775,37,self-employed,married,tertiary,0,0,0,0,nao_informado,6,jun,143,1,-1,0,nao_informado,0
2776,37,blue-collar,married,secondary,0,685,1,0,nao_informado,6,jun,968,1,-1,0,nao_informado,0
2777,37,management,married,primary,0,22856,0,0,cellular,2,jul,154,1,388,1,failure,0
2778,25,services,single,secondary,0,-352,0,0,cellular,15,jul,246,1,-1,0,nao_informado,0
2779,58,blue-collar,married,secondary,0,602,1,0,cellular,13,may,201,1,-1,0,nao_informado,0
2780,52,management,married,secondary,0,-588,1,0,cellular,22,jul,81,4,-1,0,nao_informado,0
2781,19,student,single,secondary,0,302,0,0,cellular,16,jul,205,1,-1,0,nao_informado,1
2782,59,blue-collar,married,secondary,0,5314,1,0,cellular,5,may,200,3,-1,0,nao_informado,0
2783,41,technician,married,secondary,0,64,1,1,nao_informado,8,may,210,2,-1,0,nao_informado,0
2784,34,technician,single,tertiary,0,632,0,0,cellular,22,aug,215,10,-1,0,nao_informado,0
2785,35,technician,single,secondary,0,5731,1,0,cellular,4,may,164,2,167,4,other,0
2786,41,technician,married,secondary,0,902,0,0,nao_informado,16,jun,35,6,-1,0,nao_informado,0
2787,28,blue-collar,single,secondary,0,6307,1,0,nao_informado,28,may,615,1,-1,0,nao_informado,0
2788,53,management,divorced,secondary,0,112,0,1,cellular,11,aug,246,3,-1,0,nao_informado,0
2789,35,services,married,secondary,0,0,0,1,telephone,9,jul,42,1,-1,0,nao_informado,0
2790,33,admin.,single,tertiary,0,621,0,0,cellular,8,jul,217,1,-1,0,nao_informado,0
2791,37,technician,single,secondary,0,435,1,0,nao_informado,26,may,210,1,-1,0,nao_informado,0
2792,32,technician,married,secondary,0,782,1,0,nao_informado,26,may,116,4,-1,0,nao_informado,0
2793,32,blue-collar,married,secondary,0,478,1,0,nao_informado,3,jun,200,1,-1,0,nao_informado,0
2794,54,services,married,nao_informado,0,7864,1,0,nao_informado,15,may,145,4,-1,0,nao_informado,0
2795,44,blue-collar,married,secondary,0,1910,1,0,nao_informado,5,jun,41,1,-1,0,nao_informado,0
2796,36,technician,divorced,tertiary,0,1174,1,0,cellular,18,nov,192,2,-1,0,nao_informado,0
2797,56,admin.,married,secondary,0,1270,1,0,cellular,17,nov,80,2,165,2,other,0
2798,30,management,single,tertiary,0,18,0,0,nao_informado,20,may,121,11,-1,0,nao_informado,0
2799,36,blue-collar,married,secondary,0,141,1,0,nao_informado,23,may,106,3,-1,0,nao_informado,0
2800,43,management,married,tertiary,0,2886,0,0,cellular,20,nov,230,1,-1,0,nao_informado,0
2801,40,technician,married,secondary,0,2715,1,0,nao_informado,29,may,125,2,-1,0,nao_informado,0
2802,32,technician,single,tertiary,0,1100,1,1,cellular,11,aug,67,1,-1,0,nao_informado,0
2803,34,blue-collar,married,secondary,0,516,1,1,nao_informado,2,jun,26,1,-1,0,nao_informado,0
2804,37,services,married,secondary,0,1,0,0,nao_informado,15,may,395,2,-1,0,nao_informado,0
2805,28,admin.,single,secondary,0,775,0,0,cellular,29,jan,603,2,-1,0,nao_informado,0
2806,35,nao_informado,married,primary,0,634,0,0,cellular,7,jul,185,2,-1,0,nao_informado,0
2807,53,blue-collar,single,secondary,0,5715,0,0,cellular,28,jan,287,2,-1,0,nao_informado,0
2808,60,admin.,married,nao_informado,0,1088,1,0,cellular,26,may,149,1,-1,0,nao_informado,0
2809,40,entrepreneur,married,secondary,0,1532,1,1,cellular,18,nov,173,7,-1,0,nao_informado,0
2810,57,retired,married,primary,0,75,0,0,cellular,28,aug,118,2,-1,0,nao_informado,0
2811,29,technician,single,secondary,0,103,0,0,nao_informado,19,may,314,1,-1,0,nao_informado,0
2812,44,blue-collar,married,primary,0,134,1,0,cellular,7,may,378,1,-1,0,nao_informado,0
2813,41,admin.,single,secondary,0,748,0,0,telephone,21,nov,94,7,130,3,other,0
2814,47,technician,married,secondary,0,1990,1,1,cellular,25,aug,108,4,-1,0,nao_informado,0
2815,43,technician,married,tertiary,0,192,0,0,cellular,5,aug,203,2,-1,0,nao_informado,0
2816,37,technician,single,secondary,0,267,0,0,cellular,13,may,121,1,-1,0,nao_informado,0
2817,34,technician,single,tertiary,0,586,1,0,nao_informado,16,may,489,2,-1,0,nao_informado,0
2818,30,blue-collar,single,secondary,0,648,1,1,nao_informado,8,may,287,1,-1,0,nao_informado,0
2819,57,entrepreneur,divorced,secondary,1,25,1,0,cellular,11,may,652,1,370,4,other,0
2820,26,admin.,single,secondary,0,96,1,0,cellular,13,may,612,2,348,3,other,0
2821,34,management,married,tertiary,0,1116,1,0,cellular,25,jul,53,5,-1,0,nao_informado,0
2822,46,technician,divorced,secondary,0,-90,0,1,telephone,17,oct,270,1,-1,0,nao_informado,1
2823,38,entrepreneur,married,tertiary,0,170,1,0,cellular,18,may,442,1,-1,0,nao_informado,1
2824,37,technician,single,secondary,0,3665,0,0,cellular,12,aug,664,3,-1,0,nao_informado,1
2825,28,management,single,tertiary,0,2380,0,0,cellular,14,sep,394,2,-1,0,nao_informado,0
2826,57,blue-collar,married,primary,0,179,0,0,nao_informado,9,jun,230,3,-1,0,nao_informado,0
2827,39,management,married,tertiary,0,763,1,0,cellular,11,may,877,7,300,2,other,1
2828,49,services,married,secondary,0,320,0,0,telephone,9,feb,1971,4,-1,0,nao_informado,1
2829,38,technician,married,secondary,0,1960,1,0,cellular,21,aug,161,2,-1,0,nao_informado,0
2830,27,blue-collar,married,secondary,0,818,1,0,nao_informado,3,jun,188,5,-1,0,nao_informado,0
2831,30,admin.,married,secondary,0,2678,1,0,cellular,18,may,23,5,-1,0,nao_informado,0
2832,38,admin.,married,tertiary,0,1980,0,0,cellular,5,aug,176,2,-1,0,nao_informado,0
2833,36,management,married,tertiary,0,1582,0,0,telephone,3,feb,26,2,197,1,failure,0
2834,38,retired,single,nao_informado,0,62,0,0,nao_informado,19,jun,212,1,-1,0,nao_informado,0
2835,59,housemaid,married,primary,0,235,0,0,cellular,13,aug,119,2,-1,0,nao_informado,0
2836,37,management,married,tertiary,0,489,1,0,cellular,7,aug,205,5,-1,0,nao_informado,0
2837,29,self-employed,married,tertiary,0,3931,1,0,nao_informado,3,jun,73,4,-1,0,nao_informado,0
2838,43,blue-collar,married,secondary,0,699,1,1,cellular,20,nov,1258,2,122,2,other,1
2839,33,technician,married,secondary,0,58,1,0,telephone,29,aug,57,2,-1,0,nao_informado,0
2840,54,housemaid,divorced,secondary,0,1327,0,0,nao_informado,5,jun,115,2,-1,0,nao_informado,0
2841,55,services,married,secondary,0,557,0,0,nao_informado,19,jun,58,1,-1,0,nao_informado,0
2842,32,technician,single,tertiary,0,741,1,0,cellular,11,aug,238,1,-1,0,nao_informado,0
2843,48,management,married,primary,0,3230,1,0,telephone,20,nov,207,3,-1,0,nao_informado,0
2844,33,management,single,tertiary,0,1439,1,0,cellular,3,jun,178,2,-1,0,nao_informado,0
2845,46,admin.,married,secondary,0,120,1,0,nao_informado,14,may,20,11,-1,0,nao_informado,0
2846,44,management,married,tertiary,0,1058,0,0,cellular,11,mar,188,3,-1,0,nao_informado,1
2847,47,blue-collar,married,primary,0,881,1,0,cellular,14,may,143,1,370,2,failure,0
2848,38,technician,married,secondary,0,6728,0,0,cellular,25,nov,232,1,96,4,success,1
2849,80,retired,married,secondary,0,462,0,0,cellular,7,dec,127,2,-1,0,nao_informado,0
2850,40,self-employed,married,secondary,0,167,1,1,cellular,8,may,380,4,295,1,failure,0
2851,43,entrepreneur,married,tertiary,0,1574,1,0,cellular,19,nov,167,3,-1,0,nao_informado,0
2852,32,technician,single,tertiary,0,1625,0,0,cellular,22,may,796,1,109,1,failure,1
2853,39,management,married,tertiary,0,562,0,0,cellular,13,sep,303,2,-1,0,nao_informado,0
2854,33,technician,married,secondary,0,9305,1,0,cellular,17,apr,407,2,-1,0,nao_informado,0
2855,31,technician,single,secondary,0,35,0,1,cellular,16,jul,229,1,-1,0,nao_informado,0
2856,36,management,single,tertiary,0,0,0,0,cellular,11,aug,108,2,-1,0,nao_informado,0
2857,35,management,single,tertiary,0,2486,1,0,cellular,25,may,265,1,-1,0,nao_informado,0
2858,25,services,single,secondary,0,368,0,0,telephone,25,jul,168,1,-1,0,nao_informado,0
2859,33,management,single,secondary,0,1558,1,0,cellular,17,apr,97,1,-1,0,nao_informado,0
2860,23,blue-collar,single,primary,0,8627,1,0,cellular,15,may,169,1,346,1,failure,0
2861,31,management,single,tertiary,0,2590,0,0,cellular,23,sep,103,2,484,2,other,0
2862,36,management,married,tertiary,0,0,1,1,nao_informado,3,jun,599,3,-1,0,nao_informado,0
2863,44,technician,single,tertiary,0,900,1,0,cellular,29,jan,322,2,-1,0,nao_informado,0
2864,31,management,single,tertiary,0,385,1,0,nao_informado,21,may,304,1,-1,0,nao_informado,0
2865,55,blue-collar,married,primary,0,1649,1,0,cellular,12,may,52,3,-1,0,nao_informado,0
2866,51,housemaid,divorced,secondary,0,9228,0,0,cellular,18,jul,655,4,-1,0,nao_informado,1
2867,36,admin.,married,secondary,0,0,1,1,cellular,9,feb,101,2,-1,0,nao_informado,0
2868,27,unemployed,single,tertiary,0,1,0,0,cellular,3,feb,65,2,-1,0,nao_informado,0
2869,40,services,married,secondary,0,771,1,0,cellular,15,may,173,4,-1,0,nao_informado,0
2870,49,services,married,secondary,0,280,1,0,telephone,14,jul,162,3,-1,0,nao_informado,0
2871,59,retired,married,primary,0,46,0,0,cellular,14,aug,78,2,-1,0,nao_informado,0
2872,32,management,married,tertiary,0,2431,1,0,cellular,14,may,646,5,-1,0,nao_informado,1
2873,42,retired,single,tertiary,0,308,0,0,cellular,30,jan,114,2,-1,0,nao_informado,0
2874,35,management,divorced,tertiary,0,160,1,0,nao_informado,4,jun,141,6,-1,0,nao_informado,0
2875,29,blue-collar,single,secondary,0,555,1,0,cellular,15,may,133,4,-1,0,nao_informado,0
2876,29,technician,single,secondary,0,778,1,0,nao_informado,6,jun,1994,2,-1,0,nao_informado,0
2877,37,blue-collar,single,secondary,0,48,0,0,cellular,6,may,140,2,-1,0,nao_informado,0
2878,49,admin.,married,primary,0,169,1,0,cellular,15,may,82,3,-1,0,nao_informado,0
2879,51,services,divorced,secondary,0,12,1,0,cellular,17,nov,150,1,-1,0,nao_informado,0
2880,61,housemaid,married,primary,0,848,0,0,cellular,27,apr,605,1,187,1,other,0
2881,43,management,married,secondary,0,481,1,0,telephone,18,nov,164,1,110,2,other,0
2882,42,services,married,tertiary,0,12223,1,0,cellular,19,nov,36,1,-1,0,nao_informado,0
2883,24,blue-collar,married,secondary,0,-254,1,1,nao_informado,27,may,290,2,-1,0,nao_informado,0
2884,46,self-employed,married,tertiary,0,1148,0,0,telephone,29,jul,104,2,-1,0,nao_informado,0
2885,23,admin.,single,secondary,0,5,0,0,nao_informado,12,may,413,1,-1,0,nao_informado,0
2886,26,services,single,secondary,0,50,1,0,cellular,12,aug,153,1,-1,0,nao_informado,0
2887,43,blue-collar,divorced,primary,0,92,1,0,nao_informado,15,may,237,2,-1,0,nao_informado,0
2888,35,technician,single,tertiary,0,470,1,0,cellular,25,jul,743,13,-1,0,nao_informado,1
2889,38,technician,married,secondary,0,0,0,0,cellular,28,aug,82,4,-1,0,nao_informado,0
2890,56,unemployed,divorced,primary,0,109,0,0,cellular,15,jul,924,4,-1,0,nao_informado,0
2891,31,services,married,secondary,0,440,1,0,nao_informado,17,jun,117,3,-1,0,nao_informado,0
2892,32,management,single,tertiary,0,0,0,0,cellular,5,feb,550,4,-1,0,nao_informado,1
2893,28,services,single,secondary,0,2685,0,1,nao_informado,24,aug,5,1,-1,0,nao_informado,0
2894,26,admin.,divorced,secondary,1,-3,1,0,nao_informado,13,may,181,5,-1,0,nao_informado,0
2895,49,management,married,tertiary,0,7007,0,0,cellular,17,nov,325,2,-1,0,nao_informado,0
2896,33,admin.,married,secondary,0,220,1,0,nao_informado,27,may,345,1,-1,0,nao_informado,0
2897,80,retired,married,primary,0,1548,0,0,cellular,6,aug,331,2,-1,0,nao_informado,0
